'person', 'title', 'company', 'dates'
'339', 'Web Developer', 'Susan Kill Kegan & Associates - Chicago, IL', 'Januar 2015 bis  Gegenwart'
'339', 'Junior Software Engineer', 'Minium LLC - Chicago, IL', '2014 bis  2015'
'339', 'Cashier', 'Morgan Street Station - Chicago, IL', '2011 bis  2014'
'340', 'Developer', 'Samukai Interactive, Inc. - Naples, FL', 'Februar 2015 bis  Gegenwart'
'340', 'Junior Developer', 'K-Plex Management, LLC', 'September 2013 bis  Februar 2015'
'341', 'Java developer', 'Verizon, Infinite Computer Solutions(i) - Tampa, FL', 'Februar 2016 bis  Gegenwart'
'341', 'Java developer', 'Xerox, Infinite Computer Solutions(i) - Sacramento, CA', 'April 2015 bis  Januar 2016'
'341', 'UI Developer', 'Houston, TX', 'Februar 2014 bis  März 2015'
'341', 'UI Developer', 'Ameriprise Financial - Phoenix, AZ', 'August 2012 bis  Januar 2014'
'341', 'UI Developer', 'Fiserv - Brookfield, WI', 'Juli 2011 bis  Juli 2012'
'341', 'UI Developer', 'Siemens Medical Solution - Malvern, PA', 'Juli 2010 bis  Mai 2011'
'341', 'Java Developer', 'Godrej', 'Dezember 2008 bis  Juni 2010'
'342', 'UI Developer', 'Synchronoss - Bridgewater, NJ', 'August 2015 bis  Gegenwart'
'342', 'UI Developer', 'CDW - Chicago, IL', 'April 2014 bis  Juli 2015'
'342', 'UI Developer', 'Sutter Health - Sunnyvale, CA', 'Januar 2013 bis  März 2014'
'342', 'UI Developer', 'Cerner - Kansas City, MO', 'November 2011 bis  Dezember 2012'
'342', 'Software Developer', 'Ispace Global Services - IN', 'Dezember 2010 bis  September 2011'
'342', 'UI Developer', '3Edge Software Solutions - IN', 'September 2009 bis  November 2010'
'343', 'IOS Developer', 'PayPal - San Jose, CA', 'Mai 2015 bis  Gegenwart'
'343', 'IOS Developer', 'Patterson companies inc - Saint Paul, MN', 'Februar 2014 bis  April 2015'
'343', 'iOS Developer', 'Fifth Third Bank - Cincinnati, OH', 'März 2013 bis  November 2013'
'343', 'iOS developer', 'JC Penney - Atlanta, GA', 'Juni 2012 bis  Februar 2013'
'343', 'iOS Developer', 'Ingenious Med, Inc - Atlanta, GA', 'April 2011 bis  März 2012'
'343', 'Programmer Analyst', 'HDFC Bank - Hyderabad, Andhra Pradesh', 'Mai 2010 bis  April 2011'
'344', 'Developer', 'Tungnan University - New Taipei City, Taiwan', 'April 2012 bis  April 2016'
'344', 'Web Developer', 'Fashion Guide - 台北市', 'Januar 2011 bis  April 2012'
'344', 'Web Developer', 'Channel M - 台北市', 'Dezember 2009 bis  Januar 2011'
'347', 'Net Developer', 'Citrix Systems - Fort Lauderdale, FL', 'Juni 2015 bis  Gegenwart'
'347', 'NET Developer', 'MUFG Union Bank - Jersey City, NJ', 'Juli 2014 bis  April 2015'
'347', 'Web Developer', 'U.S. Steel - Pittsburgh, PA', 'April 2013 bis  Juni 2014'
'347', 'NET Developer', 'Health Plus of Michigan - Flint, MI', 'Januar 2012 bis  März 2013'
'347', 'Net Developer', 'Cyient', 'März 2010 bis  November 2011'
'348', 'Salesforce Developer', 'Hughes Networks & Systems - Germantown, MD', 'Februar 2015 bis  Gegenwart'
'348', 'Salesforce Developer', 'Sudden Link Communications - St. Louis, MO', 'März 2014 bis  Januar 2015'
'348', 'Salesforce Developer', 'VW Credit - Naperville, IL', 'April 2013 bis  Februar 2014'
'348', 'Salesforce Developer', 'Ford - Detroit, MI', 'September 2012 bis  März 2013'
'348', 'Salesforce Developer', 'Sony Corporation', 'Februar 2012 bis  August 2012'
'348', 'Salesforce Developer', 'Chase Bank - Irvine, CA', 'Februar 2011 bis  Januar 2012'
'348', 'Java Developer', 'Cox Communications - Atlanta, GA', 'Januar 2010 bis  Januar 2011'
'348', 'Java Developer', 'Intergraph - Hyderabad, Andhra Pradesh', 'Juni 2007 bis  Dezember 2009'
'349', 'Sr Developer', 'Kruger Corporation - Quito, Provincia de Pichincha', 'April 2015 bis  Oktober 2015'
'349', 'PHP & Java Sr. Developer', 'Carrasco & Associates - Quito, Provincia de Pichincha', 'Oktober 2014 bis  April 2015'
'349', 'Project Manager/Sr. Web Developer', 'National Cuban Electronics Group for Tourism', '2014 bis  2015'
'349', 'Founder, architect and developer', 'www.taueno.com', '2014 bis  2015'
'349', 'Software Developer', '"Data Access Technology Center", UCI - Havana', '2010 bis  2013'
'349', 'Co-Founder of Apptibase - mexico(WEB Builder, CRM and Ecomerce)', 'MongoDB', '2010 bis  2013'
'349', 'Developer', 'MongoDB', '2012 bis  2012'
'349', 'Developer', 'MongoDB', '2011 bis  2011'
'349', 'Developer', 'MongoDB', '2011 bis  2011'
'349', 'Developer', 'MongoDB', '2011 bis  2011'
'349', 'Sr Developer', 'BioInformatic Department', '2009 bis  2010'
'349', 'Architect, Developer', 'Bioinformatics Department', '2009 bis  2009'
'349', 'Member', 'Bioinformatics Department', '2004 bis  2009'
'349', 'Network Administrator', 'High Technology Medical Center', '2007 bis  2008'
'350', 'Developer', 'Sapient - Boston, MA', '2014 bis  Juli 2014'
'351', 'NET Developer', 'Big Heart Pet Brands - Pittsburgh, PA', 'November 2015 bis  Gegenwart'
'351', 'NET Developer', 'Deloitte Consulting LLP - Camp Hill, PA', 'März 2015 bis  Gegenwart'
'351', 'NET Developer', 'Deloitte Consulting LLP - Camp Hill, PA', 'März 2014 bis  März 2015'
'351', 'NET Developer', 'Computer Aid Incorporation, Harrisburg', 'April 2013 bis  Februar 2014'
'351', 'NET Developer', 'Comcast - Philadelphia, PA', 'Oktober 2011 bis  März 2013'
'351', 'Net Developer', 'Dentaquest - Milwaukee, WI', 'September 2010 bis  September 2011'
'351', 'Web Developer', 'Global Financial Group', 'August 2009 bis  Juni 2010'
'352', 'Application developer', 'Frandino&Son Inc - Farmindale', 'April 2015 bis  September 2015'
'352', 'Web application Developer', 'Apex Solutions Company. - New York, NY', 'Januar 2014 bis  März 2015'
'352', 'Senior Software Engineer / C', 'Pay-O-Matic Corp', 'Mai 2011 bis  September 2013'
'352', 'Senior Software Engineer', 'HCL America, Inc', 'Juni 2008 bis  März 2011'
'352', 'Senior Software Engineer', 'Computer Associates', 'April 2000 bis  April 2008'
'352', 'None', 'Computer Associates - Islandia, NY', 'Juni 1998 bis  April 2008'
'352', 'Senior QA Engineer', 'Computer Associates', 'Juni 1998 bis  April 2000'
'352', 'Software Developer', 'NYC Department of Transportation - New York, NY', '1997 bis  1998'
'352', 'System Administrator', 'CCNY/CUNY - New York, NY', '1996 bis  1997'
'352', 'Adjunct Lecturer', 'CCNY/CUNY - New York, NY', '1994 bis  1996'
'353', 'Net Developer', 'LCI, San Mateo', 'Oktober 2014 bis  Gegenwart'
'353', 'Net Developer', 'Samtec, Indiana', 'Januar 2014 bis  September 2014'
'353', 'Net Developer', 'Macys - San Francisco, CA', 'Januar 2013 bis  November 2013'
'353', 'Net Developer', 'Liberty Mutual - Dover, NH', 'März 2011 bis  Dezember 2012'
'353', 'NET Developer', 'VW Credit - Libertyville, IL', 'Oktober 2010 bis  Februar 2011'
'353', 'Software Developer', 'Infotech - Hyderabad, Andhra Pradesh', 'Februar 2010 bis  August 2010'
'354', 'iOS Developer', 'Cerner - Kansas City, MO', 'Juni 2015 bis  Gegenwart'
'354', 'iOS Developer', 'CHASE BANK - Columbus, OH', 'Oktober 2013 bis  Mai 2015'
'354', 'iPhone Application Developer', 'Toyota Motor Sales - Chantilly, VA', 'März 2012 bis  Oktober 2013'
'354', 'Java Developer', 'APSRDH - Hyderabad, Andhra Pradesh', 'Februar 2011 bis  März 2012'
'355', 'Developer', 'NetBeans', '2015 bis  September 2015'
'356', 'UI Developer', 'American Express - New York, NY', 'Juli 2015 bis  Gegenwart'
'356', 'UI Developer', 'AT & T - Dallas, TX', 'Januar 2015 bis  Juni 2015'
'356', 'UI Developer', 'Parexel - Waltham, MA', 'Juli 2014 bis  Dezember 2014'
'356', 'UI Developer', 'Thomson Reuters - Dallas, TX', 'Februar 2013 bis  Juni 2014'
'356', 'Web/UI Developer', 'Humana Health Care, Kentucky - May, KY', 'Mai 2012 bis  Dezember 2012'
'356', 'Web/UI Developer', 'Western Union - Montville, NJ', 'Juli 2011 bis  März 2012'
'356', 'Web/UI Developer', 'SOA Software - Hyderabad, Andhra Pradesh', 'Juli 2010 bis  Juni 2011'
'357', 'Staff Developer', 'City University of New York - New York, NY', 'August 2015 bis  Gegenwart'
'357', 'ADMINISTRATIVE COORDINATOR', 'THE CITY UNIVERSITY OF NEW YORK - New York, NY', '2008 bis  Gegenwart'
'357', 'Sales Manager', 'Infinity Auto Boutique - Queens, NY', 'Oktober 2005 bis  Dezember 2012'
'357', 'ASSISTANT PRODUCER', 'Queens Public Television - New York, NY', 'Februar 2010 bis  Juli 2010'
'357', 'LEADERSHIP COORDINATOR', 'Mayor's Office of Education - New York, NY', 'August 2008 bis  Juni 2010'
'358', 'Informatica Developer', 'Alphaeon - Irvine, CA', 'August 2015 bis  Gegenwart'
'358', 'Informatica Developer', 'American Express - New York, NY', 'Januar 2014 bis  Juli 2015'
'358', 'Informatica Developer', 'Capital One - Richmond, VA', 'Mai 2012 bis  Dezember 2013'
'358', 'Informatica/ETL Consultant', 'Just Dial', 'Januar 2011 bis  April 2012'
'359', 'UI Developer', 'JP Morgan Chase & Co', 'Oktober 2014 bis  Gegenwart'
'359', 'UI Developer', 'Caterpillar - Nashville, TN', 'Januar 2014 bis  September 2014'
'359', 'UI Developer', 'Wells Fargo - Minneapolis, MN', 'August 2012 bis  Dezember 2013'
'359', 'Front End Developer', 'Well Care - Tampa, FL', 'Juli 2011 bis  Juli 2012'
'359', 'Web Developer', 'DELTA AIRLINES - Atlanta, GA', 'März 2010 bis  Mai 2011'
'359', 'Web Developer', 'GalaxE Solutions India Pvt. Ltd', 'Mai 2008 bis  Februar 2010'
'360', 'UI Developer', 'Verizon Wireless - Irving, TX', 'März 2015 bis  Gegenwart'
'360', 'UI Developer', 'Blue Cross Blue Shield - Richardson, TX', 'August 2013 bis  Februar 2015'
'360', 'UI Developer', 'Marathon Petroleum Corporation - Findlay, OH', 'Juli 2012 bis  Juli 2013'
'360', 'UI Developer', 'Seneca Global', 'Juli 2010 bis  Juni 2012'
'361', 'Net Developer', 'Schneider Electric - Foxborough, MA', 'September 2015 bis  Gegenwart'
'361', 'Net Developer', 'Emdeon - Nashville, TN', 'September 2014 bis  August 2015'
'361', 'Net Developer', 'American Express - Phoenix, AZ', 'Juli 2013 bis  August 2014'
'361', 'Net Developer', 'iSecureTrac, Corporation - Omaha, NE', 'April 2012 bis  Juni 2013'
'361', 'Net Developer', 'TVS Motor Company', 'April 2010 bis  März 2012'
'361', 'Dot Net Developer', 'GIT', '2012 bis  2012'
'362', 'Software Developer', 'WDD Software - Indianapolis, IN', 'Januar 2015 bis  Gegenwart'
'362', 'Software Developer', 'Nexsyis-www.nexsyis.com - Indianapolis, IN', 'Juni 2011 bis  Januar 2015'
'362', 'Student Web Assistant', 'University Marketing and Communications - Muncie, IN', 'September 2008 bis  Mai 2011'
'363', 'iOS Developer', 'Cerner - Kansas City, MO', 'Juni 2015 bis  Gegenwart'
